StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
5,Yes,1,86,5,71
6,No,2,50,5,35
7,Yes,6,47,9,41
7,No,2,42,7,32
8,No,4,92,4,83
7,No,3,79,7,69
5,No,6,76,6,61
2,Yes,1,43,6,17
5,No,4,93,6,78
8,No,8,66,6,56
4,Yes,3,62,9,46
1,No,2,64,7,37
9,No,6,61,5,59
5,No,3,99,8,87
6,No,4,52,6,42
6,No,2,89,4,74
6,Yes,5,66,4,53
6,Yes,1,64,5,55
5,Yes,9,84,5,72
2,Yes,3,48,8,23
8,No,0,78,7,74
2,No,6,65,5,38
3,Yes,7,43,7,26
9,No,5,67,5,62
3,No,2,69,8,49
1,Yes,9,42,9,18
7,No,7,77,8,68
4,Yes,0,61,4,40
9,No,7,53,9,52
9,Yes,9,41,4,39
4,No,1,75,7,57
9,No,4,43,7,39
3,No,4,57,5,38
6,No,1,60,6,47
4,Yes,9,42,9,28
1,No,1,80,7,51
7,No,1,74,8,64
8,No,1,93,7,89
6,No,2,92,8,78
6,No,9,81,9,75
7,No,3,70,7,61
6,No,6,70,9,61
2,No,3,66,6,42
7,No,7,99,8,90
8,Yes,6,73,5,70
6,Yes,9,92,7,80
5,Yes,0,49,7,31
5,No,5,66,6,51
2,Yes,8,78,7,54
3,Yes,1,76,8,58
2,No,2,70,6,46
3,No,0,85,5,60
2,No,8,61,7,39
5,Yes,9,63,6,50
6,No,2,90,6,82
6,No,7,49,5,38
1,No,8,53,6,28
8,Yes,9,95,8,90
6,Yes,8,68,4,57
4,Yes,0,60,6,42
8,Yes,9,96,5,91
4,No,0,95,6,78
6,No,9,79,6,70
7,Yes,7,85,9,78
8,No,8,92,8,87
8,No,0,46,6,40
8,No,5,66,7,63
1,No,2,80,5,53
2,No,2,93,4,68
7,No,6,47,6,42
9,No,5,41,4,37
2,No,1,56,9,31
8,No,3,45,5,38
8,Yes,1,81,5,74
4,No,7,45,8,27
7,No,9,79,5,71
2,No,5,86,6,61
2,Yes,3,68,8,45
5,No,3,51,7,37
2,No,1,80,6,55
9,Yes,3,63,8,57
2,Yes,7,86,4,65
6,Yes,4,58,9,49
9,Yes,7,65,4,65
6,Yes,6,47,7,35
2,No,8,41,8,18
9,Yes,4,74,8,75
8,No,3,73,5,66
2,No,8,46,9,23
7,No,3,69,5,57
7,No,0,56,4,46
1,No,2,96,8,74
3,Yes,9,87,5,71
6,Yes,7,58,5,43
4,No,1,89,7,73
7,No,8,76,6,68
8,Yes,3,95,8,89
3,Yes,0,66,8,50
5,No,0,79,8,64
5,No,6,75,9,66
9,No,1,54,8,59
1,No,0,78,6,54
7,Yes,6,82,6,74
9,Yes,3,87,9,84
4,Yes,1,41,6,24
5,Yes,9,46,7,33
6,Yes,6,70,7,61
3,No,2,57,9,36
7,No,9,47,7,38
4,Yes,3,91,4,71
6,Yes,6,93,5,81
5,No,9,67,8,52
1,Yes,6,56,4,29
2,Yes,3,98,6,73
4,Yes,7,54,9,39
4,Yes,4,53,5,33
4,No,7,49,7,32
8,Yes,1,76,8,73
1,No,1,54,4,25
6,Yes,1,56,7,45
9,No,2,41,6,36
3,No,3,61,6,35
4,No,2,85,4,67
5,No,6,46,4,31
6,No,0,43,6,31
3,No,1,64,5,42
6,No,1,71,5,57
1,Yes,3,63,8,37
5,No,4,74,8,62
6,Yes,8,76,5,68
7,Yes,0,43,7,34
3,Yes,2,63,6,39
5,No,2,77,4,63
2,No,7,86,9,62
6,No,5,53,5,43
8,No,5,74,5,67
8,No,3,75,4,68
4,Yes,0,52,5,35
3,No,0,83,8,64
4,No,1,90,8,72
9,Yes,5,42,7,40
3,Yes,1,86,4,67
3,No,7,54,8,35
2,No,3,44,6,17
9,No,6,61,9,64
4,No,5,52,5,31
8,Yes,9,51,4,44
5,Yes,3,50,8,38
7,Yes,0,90,6,81
9,Yes,5,94,8,94
3,No,2,77,6,54
5,No,0,89,7,77
1,Yes,6,98,4,70
7,No,8,96,4,84
5,No,5,50,4,32
5,Yes,7,57,6,45
6,Yes,1,88,4,74
2,No,1,62,5,37
7,No,8,44,4,33
4,Yes,7,97,9,80
4,Yes,1,76,9,57
9,Yes,9,63,4,61
4,No,4,70,5,51
1,No,0,45,5,16
4,Yes,8,96,4,77
3,Yes,9,71,5,50
3,No,5,75,6,55
7,Yes,8,90,4,82
2,Yes,1,83,4,59
8,Yes,8,93,9,91
8,Yes,6,83,9,79
2,No,3,47,5,23
8,No,1,53,7,46
9,No,4,77,5,71
5,Yes,2,54,8,41
2,No,0,71,7,49
9,Yes,5,62,4,58
1,Yes,7,55,5,28
7,Yes,1,69,4,60
1,Yes,0,45,4,20
4,Yes,2,85,7,69
5,No,9,85,5,68
7,No,8,46,7,35
5,No,5,82,8,71
6,Yes,9,92,6,83
7,No,3,67,9,60
7,No,7,75,6,67
1,Yes,3,59,5,34
1,No,9,95,6,69
2,No,0,84,8,59
2,Yes,3,78,5,53
9,No,5,63,9,62
1,Yes,8,84,8,60
5,No,4,74,4,57
2,Yes,1,84,8,59
9,Yes,3,91,5,88
4,Yes,5,74,5,55
4,Yes,5,53,6,37
4,No,8,80,7,64
4,No,6,82,6,66
7,No,8,62,8,54
5,No,1,73,5,57
3,Yes,8,91,9,69
5,Yes,4,86,6,71
6,Yes,3,49,8,37
9,Yes,6,63,9,63
3,Yes,0,50,8,29
3,No,4,58,8,39
7,No,3,49,5,37
1,Yes,6,50,7,26
3,Yes,1,41,6,20
6,Yes,4,88,6,79
7,Yes,5,65,6,62
1,Yes,9,66,5,42
9,Yes,7,67,5,64
7,Yes,1,43,5,32
2,Yes,9,70,9,48
8,Yes,3,56,7,52
6,Yes,9,86,4,73
5,Yes,0,61,7,45
1,No,3,93,8,67
1,No,5,76,8,53
2,Yes,7,60,9,40
2,No,7,90,9,70
8,Yes,9,75,8,72
7,Yes,8,64,5,59
3,Yes,8,85,9,64
1,No,1,91,8,68
2,Yes,6,68,7,46
3,Yes,6,54,6,34
1,No,1,89,7,64
7,No,1,75,8,66
4,Yes,1,80,5,60
1,No,9,42,5,13
9,Yes,0,71,7,68
7,Yes,3,70,9,63
1,No,3,67,7,39
9,No,8,91,5,86
9,No,1,58,9,54
1,Yes,9,49,5,25
8,Yes,4,66,4,64
9,No,1,86,9,82
9,Yes,4,96,7,95
1,No,8,67,6,40
9,Yes,5,53,6,50
1,Yes,4,41,5,18
7,No,6,63,9,54
3,No,8,81,8,65
6,No,8,56,9,47
3,Yes,0,84,7,65
8,No,2,44,8,42
3,Yes,4,74,8,55
8,Yes,8,87,7,81
9,No,9,89,9,91
1,No,6,71,9,44
8,No,9,97,4,89
9,Yes,8,57,7,57
3,No,4,70,5,48
6,No,6,69,5,62
9,Yes,4,45,8,44
2,Yes,5,63,4,41
7,Yes,5,58,4,50
6,Yes,0,96,9,84
6,Yes,2,91,5,80
5,No,9,96,4,80
2,Yes,9,44,5,25
1,Yes,3,80,4,51
6,Yes,2,87,9,78
9,Yes,9,74,7,72
2,No,2,66,9,42
1,Yes,1,66,7,43
8,Yes,0,82,4,70
5,No,3,82,7,68
2,Yes,7,54,4,29
1,Yes,9,48,6,24
7,Yes,1,42,8,29
3,Yes,1,53,5,32
9,Yes,8,65,9,66
1,Yes,4,73,7,46
1,No,2,40,9,11
9,No,6,99,5,97
8,No,3,59,5,54
3,Yes,2,70,5,50
1,Yes,7,50,5,24
2,No,0,73,6,48
8,No,0,63,9,57
7,Yes,8,48,9,41
2,No,6,43,8,21
3,No,0,40,4,17
8,No,3,62,9,57
9,Yes,2,65,8,61
9,No,5,63,9,64
8,Yes,1,85,5,80
4,Yes,1,96,4,80
6,No,9,96,8,88
6,No,2,77,8,62
5,Yes,1,91,9,80
6,No,6,84,5,70
4,No,4,72,8,52
6,No,2,87,5,70
5,Yes,6,41,9,29
6,Yes,8,42,5,29
1,Yes,9,70,6,47
8,Yes,0,57,7,52
9,Yes,2,92,7,89
8,No,1,71,9,65
5,No,5,81,6,67
3,Yes,7,54,6,36
3,No,6,54,7,32
1,No,5,87,7,62
9,Yes,6,92,9,91
6,Yes,5,80,5,67
6,Yes,8,60,6,51
9,Yes,5,83,6,82
9,No,3,57,9,57
3,Yes,3,94,9,74
3,No,7,81,8,62
4,Yes,5,84,4,71
1,No,6,50,6,22
8,Yes,9,73,4,68
7,No,0,74,8,71
9,No,3,64,4,59
1,No,7,45,6,23
2,No,4,86,7,62
5,Yes,5,70,6,54
2,Yes,2,48,6,23
3,Yes,2,55,6,36
9,No,0,57,5,51
3,Yes,6,65,4,44
1,No,4,95,7,72
3,Yes,5,90,4,64
9,Yes,2,83,4,78
3,Yes,3,88,8,68
8,No,6,54,4,47
5,Yes,8,79,5,65
5,Yes,2,72,9,58
7,Yes,5,80,7,72
7,No,9,98,6,90
2,No,9,73,8,52
1,No,5,44,5,17
8,No,5,77,4,69
4,Yes,2,70,9,53
2,Yes,6,63,7,43
6,Yes,1,62,5,48
1,Yes,7,85,9,64
3,Yes,8,56,5,35
9,Yes,9,56,7,55
6,Yes,2,87,4,73
6,Yes,4,65,8,53
6,No,3,93,9,78
5,Yes,7,86,8,77
9,Yes,0,52,8,47
1,Yes,5,76,6,54
6,No,7,91,6,83
1,Yes,5,89,7,67
7,Yes,8,64,6,58
4,Yes,5,70,6,53
7,Yes,6,73,5,63
7,No,3,80,8,74
8,No,3,92,5,84
1,No,7,58,6,34
9,Yes,6,56,6,53
2,Yes,2,80,7,60
4,Yes,2,67,6,51
4,Yes,0,74,5,57
7,Yes,7,99,6,96
3,No,5,50,9,32
8,No,7,50,8,46
6,Yes,8,64,8,56
2,No,4,53,4,28
9,Yes,5,98,4,100
4,Yes,4,81,6,62
7,No,1,56,9,47
1,Yes,2,63,9,39
6,Yes,9,81,7,70
5,No,2,45,7,33
8,Yes,0,63,5,57
3,Yes,7,43,6,23
3,Yes,1,83,4,63
9,No,1,58,9,53
1,No,2,78,4,52
4,Yes,6,98,4,84
6,Yes,0,52,5,37
1,No,5,94,4,67
4,Yes,9,56,9,40
6,No,5,86,8,73
4,Yes,0,89,4,72
3,Yes,3,70,8,48
7,No,4,86,6,76
8,Yes,1,64,6,58
7,No,0,77,9,63
9,No,5,73,5,68
2,No,9,56,8,33
7,No,6,47,7,37
8,No,5,57,8,52
8,Yes,5,67,4,57
9,No,2,49,8,47
7,No,7,60,7,52
5,No,7,81,5,67
4,Yes,5,60,5,41
1,No,9,46,9,23
8,No,6,63,6,55
7,Yes,7,65,8,59
7,No,9,41,6,30
8,No,1,58,6,50
4,Yes,4,63,5,46
2,No,9,84,8,60
8,No,8,48,9,43
8,No,4,44,8,40
6,Yes,5,99,8,87
2,Yes,7,83,8,64
6,No,0,83,5,72
9,Yes,1,58,5,56
1,No,1,91,5,62
5,No,4,82,9,72
4,Yes,0,72,8,56
5,Yes,5,85,9,73
7,No,1,41,5,33
7,Yes,0,64,7,56
5,No,9,65,4,50
3,Yes,7,72,6,53
9,Yes,3,46,8,39
2,No,0,52,6,28
6,Yes,7,49,7,38
3,No,2,66,8,45
3,Yes,0,82,8,60
5,Yes,8,86,6,73
3,No,8,92,8,79
1,Yes,5,88,4,64
1,No,5,59,8,36
5,Yes,5,71,4,54
1,Yes,5,98,5,73
7,No,2,42,8,34
3,Yes,2,72,9,53
9,Yes,7,61,4,57
1,Yes,6,82,6,56
2,No,1,72,4,50
2,No,4,67,6,41
7,No,1,75,4,65
8,Yes,7,71,8,67
3,Yes,1,72,4,50
5,No,5,79,8,65
1,No,3,68,8,45
5,Yes,3,84,4,70
3,Yes,6,74,9,59
7,No,4,44,5,37
4,Yes,4,49,6,28
4,Yes,8,70,6,53
2,No,5,76,9,53
2,No,0,82,8,57
1,No,8,72,7,50
1,No,6,40,5,13
7,Yes,9,65,8,55
9,No,3,87,4,86
5,Yes,2,89,5,76
2,Yes,6,99,6,79
2,No,8,71,4,46
1,Yes,7,54,7,29
5,Yes,2,84,5,69
8,Yes,3,70,7,62
1,Yes,1,57,9,33
6,Yes,1,41,9,33
1,Yes,1,95,8,67
1,Yes,9,62,8,43
7,No,6,50,5,42
8,Yes,7,99,6,91
5,No,7,85,9,73
8,No,8,62,6,53
8,No,7,47,8,39
4,No,6,51,9,30
6,Yes,7,88,5,77
2,Yes,4,67,4,40
6,No,0,42,5,25
9,No,9,93,8,92
4,No,6,66,8,47
2,No,6,51,6,24
5,No,3,79,4,65
9,Yes,1,70,9,69
9,No,0,92,7,85
7,No,2,57,5,46
5,Yes,8,87,6,76
4,No,9,91,9,79
5,No,7,42,7,26
5,No,0,40,6,24
1,Yes,6,40,7,12
2,Yes,9,54,4,30
5,Yes,6,74,4,60
6,Yes,6,60,9,48
3,No,2,53,6,31
7,Yes,9,89,6,82
4,Yes,2,83,7,62
4,Yes,7,55,9,40
2,No,6,92,9,71
2,Yes,9,78,5,56
1,Yes,0,65,5,39
2,Yes,9,49,6,24
6,No,2,68,7,58
6,Yes,8,64,6,53
5,Yes,2,61,6,45
3,Yes,9,60,5,39
1,No,6,95,8,72
3,No,8,44,8,24
8,Yes,7,59,5,58
9,Yes,3,87,7,87
2,No,2,74,6,53
1,No,6,82,7,55
8,No,9,83,9,80
4,Yes,5,85,5,68
1,No,8,67,8,42
6,Yes,7,44,7,34
7,No,3,76,7,64
1,No,4,68,6,39
1,No,0,57,5,30
9,Yes,6,69,5,66
7,No,2,82,9,72
7,No,2,56,9,49
6,No,2,98,8,88
4,No,8,68,8,52
2,No,3,77,9,58
9,Yes,0,85,4,82
8,Yes,6,51,4,40
3,Yes,2,69,6,48
4,No,8,86,6,69
7,No,2,62,4,50
2,No,0,62,5,42
7,Yes,1,55,9,44
4,Yes,9,93,6,75
2,Yes,1,84,9,63
8,No,2,85,9,77
7,No,3,79,8,72
7,No,0,56,6,48
4,Yes,5,44,6,27
5,No,3,48,5,34
7,No,1,72,8,59
9,No,1,98,4,91
4,Yes,7,58,4,39
6,Yes,9,40,4,28
3,No,3,56,9,38
8,Yes,4,42,7,37
7,No,1,93,6,81
3,Yes,0,97,8,75
8,Yes,8,79,6,71
9,No,8,48,9,44
5,No,5,66,5,51
9,No,6,98,7,97
9,No,8,82,5,80
6,Yes,5,86,7,75
9,No,9,56,6,55
3,No,6,80,5,60
9,Yes,6,66,9,65
2,Yes,3,74,8,52
2,No,6,61,5,34
5,Yes,9,93,4,77
6,No,7,95,8,86
9,Yes,8,45,6,42
1,No,1,80,7,56
9,No,2,95,4,90
9,No,3,68,9,64
6,No,2,93,6,79
2,Yes,6,81,7,60
7,Yes,9,40,8,33
1,Yes,3,48,5,18
9,No,5,60,5,57
3,Yes,5,97,6,78
4,No,5,86,6,68
4,No,1,48,5,30
7,Yes,0,61,8,52
9,No,2,76,9,75
1,Yes,6,71,9,51
6,No,1,99,4,84
1,Yes,2,71,5,43
6,Yes,9,95,4,84
7,Yes,7,93,5,83
8,No,9,66,6,61
4,Yes,6,48,9,33
8,Yes,2,91,7,85
4,No,0,47,6,29
9,Yes,4,40,9,37
3,Yes,7,92,9,77
5,Yes,6,89,5,70
1,No,5,88,8,63
8,Yes,9,56,4,46
7,No,3,55,4,43
9,Yes,3,62,5,60
7,No,2,67,5,59
3,No,8,53,8,34
4,No,6,59,9,46
3,No,1,52,4,28
7,No,8,79,5,70
2,No,7,62,9,40
2,No,7,58,9,37
2,Yes,4,59,6,38
8,No,3,96,8,89
5,No,0,96,8,81
5,No,0,60,9,45
7,No,4,52,9,47
2,No,0,65,9,42
8,Yes,7,78,5,72
8,Yes,7,85,4,80
6,Yes,4,56,6,46
9,Yes,6,76,9,75
1,No,9,98,7,74
7,No,9,47,6,38
2,No,5,89,6,68
7,Yes,7,80,9,75
6,No,4,70,7,59
2,Yes,9,54,6,28
5,No,1,49,9,39
8,No,3,58,5,52
1,Yes,2,93,9,66
2,No,5,94,7,70
2,No,5,60,4,35
6,Yes,4,64,4,53
4,Yes,2,60,8,45
8,No,7,75,9,67
9,No,8,50,5,45
8,No,7,64,5,58
5,No,4,74,9,58
1,No,3,74,8,46
9,No,7,85,8,82
4,No,3,99,9,85
9,No,4,55,4,49
9,No,3,84,4,77
9,No,9,85,7,88
5,No,5,95,9,83
8,No,7,85,6,79
7,Yes,4,59,5,53
3,No,9,67,7,48
3,Yes,7,52,4,32
2,No,0,64,8,40
8,Yes,6,47,8,42
8,No,2,44,4,36
6,No,5,63,5,49
5,Yes,3,68,5,56
8,Yes,3,58,5,51
7,Yes,5,42,7,34
9,No,3,48,4,42
2,No,4,63,6,40
5,No,4,62,7,45
9,Yes,5,94,7,93
2,No,2,60,8,40
7,Yes,8,42,6,35
7,No,2,60,7,52
4,No,3,63,9,45
2,Yes,2,40,4,11
9,No,9,45,7,40
1,Yes,1,53,6,24
1,No,5,69,8,42
4,No,8,49,4,31
4,No,3,50,6,31
1,No,2,46,7,20
1,Yes,6,77,6,52
6,Yes,7,99,8,90
8,Yes,8,94,5,85
2,No,9,76,6,57
7,No,2,77,5,69
8,Yes,9,85,6,81
1,Yes,7,67,7,41
8,No,4,71,9,68
1,Yes,6,53,8,29
1,No,2,60,5,33
6,Yes,0,93,8,86
6,No,1,42,8,30
6,No,5,40,6,29
4,No,3,61,5,41
8,No,6,87,8,81
4,No,1,62,8,45
7,Yes,3,60,9,52
1,No,7,68,9,47
4,No,5,86,4,66
3,Yes,1,70,8,47
1,Yes,7,61,6,35
4,Yes,9,75,8,59
5,Yes,3,70,5,58
3,Yes,0,43,4,20
9,No,9,74,9,73
7,Yes,0,62,8,53
2,Yes,9,90,9,70
4,No,8,82,8,64
4,No,9,93,4,75
7,Yes,2,76,8,70
4,No,6,94,8,79
4,Yes,1,96,6,81
3,Yes,4,66,4,43
6,No,6,74,4,61
4,No,8,83,7,64
1,No,6,62,5,36
5,Yes,0,87,8,72
5,No,5,99,7,89
2,Yes,0,57,6,30
9,Yes,5,81,9,78
1,Yes,1,88,6,63
1,No,8,44,8,21
6,Yes,1,61,6,47
2,Yes,6,88,4,64
1,No,4,71,4,44
7,No,4,65,7,51
1,Yes,7,92,6,67
3,No,8,58,5,40
3,Yes,4,88,4,68
2,No,2,45,5,20
7,No,7,64,8,58
8,No,7,98,6,94
6,No,8,45,9,32
5,Yes,6,51,7,37
1,Yes,0,74,7,51
6,No,5,82,7,70
8,Yes,4,81,9,75
3,Yes,4,95,4,78
7,Yes,5,88,7,81
3,No,8,87,6,63
2,Yes,1,52,8,27
9,Yes,4,48,5,47
3,No,1,64,7,43
6,Yes,9,49,8,41
8,Yes,9,87,4,85
4,Yes,6,62,4,41
4,Yes,9,56,5,42
3,No,6,94,4,75
1,Yes,3,52,6,26
1,Yes,6,96,5,72
4,Yes,1,58,7,40
3,Yes,1,89,4,68
9,No,7,44,5,43
7,No,1,92,8,85
7,Yes,7,65,6,56
2,Yes,9,63,6,42
7,No,8,46,9,39
5,Yes,5,84,9,71
1,No,5,99,7,76
9,No,1,57,4,53
5,Yes,7,98,8,87
6,Yes,0,41,6,28
3,No,7,89,9,72
6,No,2,48,8,36
3,No,2,40,8,20
2,No,9,70,6,48
6,Yes,1,88,4,72
6,No,2,79,5,65
8,No,1,52,6,44
4,Yes,5,87,7,70
2,No,1,81,6,59
4,Yes,9,84,6,64
5,No,0,41,5,25
1,Yes,7,72,5,47
4,Yes,5,71,6,56
3,No,8,55,4,36
2,No,4,69,5,45
7,Yes,5,53,9,47
9,No,0,57,6,53
4,No,8,63,4,45
9,No,6,90,8,88
6,No,6,82,4,63
4,Yes,1,69,5,50
4,No,5,52,9,38
2,No,5,42,8,21
9,No,0,40,4,34
9,Yes,7,80,5,76
7,Yes,0,89,9,81
5,No,6,44,9,29
4,No,6,61,6,42
7,No,6,61,8,52
8,No,8,78,6,73
2,No,8,98,9,79
2,Yes,9,46,7,23
9,No,3,55,7,50
6,No,3,61,5,49
2,No,8,98,8,78
3,Yes,9,47,6,30
5,Yes,8,75,5,60
4,Yes,9,96,6,81
4,Yes,1,94,8,78
6,Yes,2,40,6,29
8,No,5,43,7,32
2,Yes,7,86,7,66
2,No,9,81,4,62
8,Yes,7,75,8,68
6,Yes,2,98,6,87
6,No,4,48,7,38
8,Yes,4,67,5,61
8,Yes,7,92,7,89
7,No,3,61,8,52
8,No,9,91,8,87
7,Yes,9,62,7,54
5,No,7,74,5,57
3,Yes,6,86,7,65
4,No,6,78,4,62
9,No,6,88,9,84
1,Yes,7,76,9,53
4,No,7,89,6,71
7,Yes,6,93,8,86
4,Yes,0,52,7,32
7,No,3,42,7,37
1,Yes,9,44,4,16
1,Yes,8,63,7,34
1,No,0,51,8,23
3,No,0,71,4,48
1,Yes,1,72,7,47
3,No,0,97,9,75
8,Yes,2,61,4,51
2,Yes,3,66,6,41
3,Yes,2,51,9,32
6,Yes,8,58,7,46
7,Yes,6,41,5,32
8,No,8,99,5,96
5,Yes,1,91,8,78
2,No,9,57,5,35
9,Yes,6,54,8,52
7,No,6,71,8,63
5,Yes,1,55,9,39
7,No,8,90,8,84
1,No,4,68,4,40
6,Yes,3,60,4,49
1,No,6,90,4,63
1,No,8,54,4,27
5,No,4,70,4,57
3,No,8,69,7,48
4,No,0,47,6,27
6,Yes,3,82,9,71
5,No,3,46,6,29
3,No,3,84,9,65
3,No,1,67,4,43
5,Yes,1,68,7,54
1,Yes,1,48,9,25
4,Yes,5,93,6,72
4,Yes,2,71,4,52
2,No,6,57,9,35
3,No,4,50,8,30
1,No,1,44,9,16
4,No,9,41,4,23
5,No,9,52,8,39
1,Yes,1,73,9,50
5,No,8,88,4,73
2,No,9,64,6,42
4,No,9,54,8,38
1,Yes,6,51,6,24
3,Yes,5,71,4,50
9,No,3,90,7,91
1,Yes,8,54,4,30
4,No,9,99,4,83
5,No,2,92,5,77
7,No,4,79,5,69
2,Yes,2,68,7,46
1,Yes,7,44,5,17
7,Yes,2,45,7,34
9,No,0,73,7,72
3,No,5,90,9,73
7,Yes,7,69,5,61
8,No,7,98,6,92
5,No,0,43,6,30
4,No,6,95,9,79
8,Yes,7,69,7,62
1,No,6,54,9,24
2,Yes,5,95,7,72
8,No,4,65,4,55
4,No,6,98,6,78
9,No,3,57,5,51
6,Yes,7,83,4,71
2,No,7,96,5,74
8,No,5,69,9,64
9,No,3,84,9,83
3,No,9,45,8,23
1,No,1,98,9,69
7,Yes,4,87,5,74
4,No,6,81,4,66
1,Yes,5,88,8,62
9,Yes,5,71,9,69
1,Yes,9,78,5,52
1,No,7,93,7,68
8,No,7,74,7,68
2,No,4,52,5,24
4,No,6,45,6,27
8,Yes,4,96,6,90
5,Yes,9,65,6,51
3,Yes,6,82,8,63
9,No,9,53,7,52
2,Yes,8,52,8,33
5,No,9,62,6,48
4,Yes,9,63,5,49
4,No,7,83,5,66
3,No,6,54,4,34
8,Yes,6,45,4,42
7,No,7,49,7,39
9,Yes,3,58,7,51
4,Yes,4,70,8,55
7,Yes,0,46,8,36
2,Yes,1,54,4,31
3,No,3,83,6,67
8,No,5,79,8,77
2,Yes,1,99,8,77
5,Yes,8,69,7,57
7,Yes,9,72,6,65
4,Yes,1,53,8,37
5,Yes,0,62,7,45
9,No,9,84,9,79
7,No,2,43,7,31
3,Yes,8,69,7,52
1,Yes,6,71,5,45
2,Yes,0,90,7,67
5,No,3,88,7,77
5,Yes,8,56,5,42
7,Yes,1,58,4,47
8,No,1,97,8,91
7,No,1,78,4,64
5,No,4,65,8,52
5,Yes,6,97,5,86
9,Yes,8,68,4,67
6,Yes,9,73,7,64
2,No,6,97,9,75
8,No,3,57,9,53
1,Yes,7,92,9,69
2,Yes,8,76,9,58
5,Yes,6,66,8,50
8,Yes,0,53,8,49
3,No,5,75,4,54
6,No,8,60,4,48
6,No,8,85,8,78
6,No,6,95,5,80
2,Yes,6,73,6,48
3,No,9,79,6,56
8,Yes,3,95,7,92
9,Yes,4,44,4,43
3,Yes,1,70,7,46
5,No,8,94,8,81
5,Yes,9,40,6,27
6,No,6,74,6,61
4,Yes,2,64,7,48
4,Yes,5,97,5,80
1,No,1,91,6,63
5,Yes,0,99,6,82
9,No,5,82,9,80
9,No,2,71,5,64
1,No,2,83,7,58
6,No,7,96,5,85
1,No,5,83,7,59
2,Yes,1,51,5,29
6,No,5,86,9,74
4,Yes,9,44,6,28
9,Yes,1,41,8,36
3,No,0,79,6,58
4,No,9,86,8,68
6,Yes,9,66,5,59
9,No,2,58,6,57
9,No,6,57,8,54
3,Yes,0,49,4,30
3,No,5,83,4,62
7,No,0,84,7,74
9,No,3,51,9,50
6,Yes,7,95,6,81
1,Yes,6,57,6,32
2,No,9,87,6,60
3,No,9,94,7,70
3,No,2,53,6,31
4,No,9,94,5,75
8,No,3,55,8,49
3,No,0,98,9,80
5,Yes,0,72,5,56
6,Yes,0,57,9,43
1,Yes,1,58,7,34
9,No,5,83,7,80
9,Yes,2,58,6,55
4,Yes,0,42,7,23
6,Yes,2,61,7,51
9,Yes,7,68,7,63
9,Yes,4,57,5,54
5,No,8,76,4,61
3,Yes,1,97,4,76
6,No,9,68,9,57
7,Yes,9,52,6,48
8,Yes,2,72,4,65
7,No,9,67,9,60
3,Yes,9,90,9,75
2,Yes,5,63,7,40
4,No,3,53,8,37
7,No,5,97,9,90
9,Yes,0,78,6,73
4,No,1,62,7,41
4,No,1,77,7,58
7,No,0,60,4,49
4,Yes,1,85,7,69
6,Yes,7,68,8,54
7,No,7,83,9,75
4,No,0,74,9,60
7,Yes,3,57,4,47
1,No,6,90,4,61
7,No,0,43,9,32
4,No,3,90,7,75
5,Yes,1,54,5,35
9,No,5,64,7,63
5,Yes,6,48,8,35
7,No,8,47,8,41
6,No,1,98,5,88
7,Yes,2,50,7,42
3,No,4,54,8,39
5,Yes,3,42,6,27
9,Yes,3,84,5,80
7,Yes,6,57,8,50
8,No,0,70,4,64
9,No,9,56,4,53
7,No,1,65,4,53
2,Yes,8,52,9,28
8,No,5,90,7,87
5,Yes,9,86,7,73
7,No,7,85,6,76
3,Yes,3,61,6,41
8,No,8,68,8,64
9,No,1,53,5,48
5,Yes,5,91,9,78
1,No,0,83,7,54
8,No,6,56,7,47
6,No,4,83,4,72
4,No,8,65,5,49
9,No,4,43,7,40
3,Yes,6,43,6,25
3,Yes,4,57,7,35
6,Yes,0,98,6,84
9,Yes,4,45,7,43
6,Yes,6,63,9,55
2,Yes,8,96,7,77
6,No,6,84,6,75
5,Yes,8,92,7,77
7,Yes,3,43,4,31
5,No,6,68,9,57
2,Yes,6,88,6,65
2,No,7,51,7,28
1,Yes,0,84,5,56
8,Yes,3,95,6,88
7,Yes,5,89,4,79
7,Yes,1,96,6,87
4,Yes,4,98,8,80
2,No,0,55,4,32
2,No,8,56,5,33
4,No,0,81,7,61
2,No,9,51,6,27
8,Yes,7,59,4,54
3,Yes,4,60,8,43
7,Yes,3,49,7,38
8,Yes,2,75,5,67
5,Yes,0,63,8,49
2,No,6,98,9,78
8,No,0,86,4,78
8,No,0,93,9,85
3,Yes,6,56,7,34
8,No,3,40,7,33
1,Yes,0,74,8,50
7,Yes,0,46,9,39
7,Yes,5,45,7,36
4,No,3,97,4,77
8,No,8,84,5,78
3,No,6,80,7,59
1,Yes,2,75,8,53
4,No,0,80,9,65
8,No,9,61,8,56
9,Yes,4,71,8,68
9,Yes,0,63,7,58
6,No,4,44,7,33
9,No,9,61,9,59
2,No,5,49,6,25
2,No,4,78,7,54
4,No,1,64,9,47
1,No,7,73,8,46
6,Yes,7,80,4,67
8,No,3,65,8,61
7,Yes,3,82,4,72
7,Yes,8,78,6,70
6,No,2,53,9,39
7,Yes,1,64,9,57
1,No,0,75,6,50
6,No,5,69,9,55
1,No,1,56,8,26
7,Yes,1,75,5,64
5,No,0,97,8,82
5,Yes,5,49,4,36
9,No,3,46,7,41
4,No,3,42,4,20
3,Yes,3,99,7,73
